id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
703,female,74,175,77,22,103,40.4,140
704,female,41,180,73,29,119,41.1,219
705,female,20,166,64,2,74,38.2,5
706,male,33,170,66,14,95,40,58
707,male,72,187,91,4,80,38.9,17
708,male,38,177,82,26,103,40.8,155
709,male,60,176,82,3,83,38.4,12
710,female,27,147,52,4,79,39.2,13
711,male,52,184,85,22,101,40.4,141
712,male,67,184,91,23,106,41.1,184
713,male,51,181,85,30,101,40.6,191
714,male,34,192,90,12,93,40.2,53
715,male,55,179,85,23,108,40.6,175
716,male,22,179,75,29,108,40.8,168
717,male,79,176,82,13,96,40.3,90
718,male,22,189,91,12,96,40,52
719,female,30,159,58,10,87,39.9,42
720,female,61,150,55,2,87,38.5,9
721,male,20,182,86,4,86,38.6,10
722,female,30,141,45,14,95,40.4,73
723,male,30,185,87,10,87,39.7,33
724,female,32,170,66,25,114,40.6,174
725,male,58,190,87,23,98,40.9,145
726,male,57,176,76,23,101,40.9,148
727,female,70,174,72,16,85,40.6,71
728,female,65,176,72,2,72,37.9,6
729,female,40,163,62,13,101,39.9,75
730,female,79,189,84,18,105,40.4,119
731,female,36,151,52,28,112,40.9,197
732,female,68,156,55,12,94,40,67
733,male,38,197,104,16,97,40.1,89
734,female,32,172,63,14,91,40.3,64
735,female,35,178,72,14,93,40.2,66
736,female,56,152,54,14,94,39.9,76
737,female,29,141,48,13,82,39.7,49
738,male,39,182,89,15,90,40.5,63
739,male,55,199,105,15,87,39.8,73
740,female,22,160,60,25,102,40.9,140
741,female,71,178,77,16,100,40.1,96
742,female,32,173,68,9,87,39.5,36
743,male,60,192,88,27,109,40.6,218
744,female,32,171,73,29,104,40.7,168
745,female,22,162,56,20,95,40.4,98
746,female,48,181,72,6,89,39.4,27
747,female,59,164,61,22,106,40.7,147
748,female,23,158,57,14,94,40.4,67
749,female,44,163,65,23,99,40.6,129
750,female,22,158,62,28,110,40.7,180
751,female,43,183,85,10,94,39.8,48
752,female,62,160,59,5,82,39.1,21
753,female,39,166,63,26,104,40.8,158
754,female,54,161,62,8,82,39.8,32
755,female,39,135,43,12,91,39.9,59
756,female,48,176,72,11,87,40,47
757,female,33,163,65,26,108,40.7,165
758,female,23,137,42,3,89,38.7,13
759,male,73,190,94,7,92,39.3,44
760,male,69,185,93,22,99,40.7,156
761,female,36,183,80,20,106,40.3,120
762,male,36,187,89,16,90,40.4,65
763,female,26,167,66,20,94,40.1,95
764,male,42,176,84,26,112,40.8,197
765,male,51,182,86,2,94,38.3,11
766,male,55,194,96,19,94,40.7,109
767,male,36,188,92,16,102,40,95
768,female,47,158,54,26,113,40.4,190
769,female,49,169,62,27,101,40.6,160
770,female,31,166,69,8,78,39.8,24
771,female,26,167,68,28,104,40.9,161
772,male,38,201,104,21,101,40.6,129
773,female,64,166,68,25,109,40.8,174
774,male,77,191,93,16,91,40.3,100
775,female,59,164,65,13,93,40.1,68
776,female,31,166,64,26,104,40.8,154
777,male,76,193,101,14,99,40.2,106
778,female,53,169,67,7,85,39.4,30
779,female,42,161,60,23,106,40.9,147
780,female,21,152,50,1,86,37.3,4
781,female,51,181,72,8,88,39.5,36
782,male,63,185,90,29,112,40.9,252
783,female,45,156,57,27,104,40.6,169
784,male,50,157,62,6,90,39.4,25
785,male,20,206,107,21,105,40.3,125
786,male,50,178,83,11,86,40,44
787,female,30,126,39,25,104,40.7,156
788,male,28,181,80,19,105,40.2,109
789,male,31,195,92,17,98,40.2,87
790,female,40,172,66,10,86,39.7,41
791,male,36,172,72,7,86,39.4,22
792,female,22,152,53,11,93,39.9,52
793,female,28,174,69,2,75,38.2,5
794,male,24,188,90,19,103,40.3,104
795,male,25,171,71,6,91,39,20
796,female,56,164,66,16,94,40.2,84
797,male,28,210,119,30,111,40.9,225
798,male,56,170,78,15,99,40.1,92
799,female,53,181,82,5,88,39.1,22
800,female,42,165,68,22,93,40.8,107
801,female,20,158,58,5,84,38.9,18
802,male,57,173,77,8,79,39.7,25
803,male,29,179,85,24,112,41,167
804,male,76,179,80,9,94,39.2,58
805,female,20,149,52,16,91,40.4,72
806,male,40,184,82,26,103,41.1,158
807,female,77,166,66,21,107,40.7,147
808,male,58,175,80,14,93,40.1,75
809,female,42,164,63,4,88,38.6,18
810,male,22,177,78,25,102,40.7,124
811,male,33,175,77,3,81,38.5,7
812,male,24,185,83,15,90,40.5,50
813,female,61,180,77,24,99,40.3,137
814,female,50,159,57,28,107,41.4,187
815,female,36,172,68,19,98,40.2,101
816,male,46,176,75,16,91,40.5,70
817,female,52,178,73,20,103,40.3,121
818,male,40,172,69,16,102,40.3,90
819,male,20,180,83,30,103,40.8,154
820,female,68,161,54,5,86,38.7,24
821,female,32,170,70,10,98,39.7,52
822,male,78,193,96,15,83,40.5,78
823,female,71,181,78,1,76,37.8,3
824,female,23,156,58,21,102,40.6,118
825,male,34,185,80,12,92,40.2,49
826,male,25,174,80,29,109,41.3,180
827,female,20,160,59,29,112,40.5,193
828,male,35,178,77,28,107,40.8,177
829,male,26,188,86,22,109,40.5,140
830,female,67,162,62,26,93,40.7,140
831,male,26,181,81,5,85,38.7,13
832,male,79,173,76,27,110,40.8,239
833,male,75,177,85,11,97,39.7,76
834,female,44,160,57,22,107,40.6,144
835,male,37,193,96,11,93,40.2,52
836,female,20,142,48,19,91,40.1,86
837,male,47,201,103,5,91,39.1,25
838,male,58,186,87,9,90,40,46
839,male,31,188,86,8,91,39.6,31
840,male,39,181,82,5,80,39.2,13
841,male,72,183,83,27,104,41.2,210
842,male,35,171,78,8,86,39.7,25
843,female,26,169,70,19,99,40.6,99
844,female,46,171,68,25,102,40.6,148
845,male,41,176,77,25,99,40.7,135
846,female,22,156,51,10,90,39.9,44
847,female,31,174,67,9,93,39.5,42
848,male,44,180,84,11,91,39.5,49
849,female,46,170,69,26,103,40.6,156
850,male,69,197,98,18,93,40.7,113
851,male,67,212,124,16,87,40.1,94
852,female,22,173,70,15,96,40.2,72
853,male,70,172,77,6,86,39.5,29
854,male,34,183,80,7,91,39.5,27
855,female,37,173,74,15,83,40.3,55
856,female,40,160,61,29,115,41.1,211
857,male,69,183,85,26,104,40.8,200
858,male,57,174,78,29,112,41.3,236
859,female,70,178,81,8,93,39.5,42
860,female,66,171,76,11,93,39.7,57
861,female,53,157,63,6,84,39.1,25
862,female,21,169,66,10,98,40.1,51
863,female,71,165,60,28,115,40.7,220
864,female,40,166,63,10,86,39.7,42
865,female,23,168,60,22,94,40.3,105
866,male,38,184,87,21,98,40.7,112
867,female,52,164,67,3,87,38.4,13
868,male,73,186,89,5,85,39.1,25
869,male,30,167,70,27,107,40.9,160
870,male,70,172,77,12,99,40.1,82
871,female,44,170,67,7,91,39.4,33
872,female,63,171,72,17,87,40.3,77
873,female,68,175,72,15,92,40.2,78
874,male,56,190,91,12,86,39.9,54
875,female,21,168,63,23,103,40.3,130
876,female,55,160,62,4,87,39.1,18
877,female,31,159,56,25,104,40.5,150
878,female,71,172,75,29,112,41.1,212
879,female,21,174,71,24,110,40.8,151
880,female,33,162,57,16,88,40.3,69
881,male,49,177,85,15,99,40.2,89
882,female,69,157,58,5,84,39.1,23
883,male,68,199,104,22,108,40.5,190
884,female,48,161,63,22,102,40.7,132
885,male,42,185,85,24,112,40.6,182
886,male,41,185,85,2,79,38.1,5
887,female,49,166,62,19,91,40.4,92
888,female,76,155,61,14,85,40.3,66
889,female,73,160,58,13,102,40.1,85
890,female,25,154,56,5,82,39,18
891,male,26,199,99,17,105,39.9,103
892,male,43,187,94,25,102,40.7,158
893,female,53,167,66,10,90,39.6,48
894,male,21,180,74,7,83,39.5,14
895,male,42,202,108,2,77,38.2,6
896,female,20,171,70,19,103,40.6,105
897,female,26,160,60,27,111,41,179
898,male,49,194,94,29,118,40.8,261
899,female,62,160,64,25,104,40.8,161
900,female,24,165,62,4,83,38.9,14
901,male,72,196,92,25,110,40.5,222
902,female,23,176,68,18,107,40.4,109
903,female,33,155,57,12,102,40,70
904,female,66,173,75,25,98,40.5,143
905,male,44,175,76,28,103,40.9,172
906,male,36,181,79,5,87,39.4,17
907,female,54,175,74,14,96,39.6,75
908,male,20,199,92,7,92,39.9,26
909,male,45,198,100,16,97,39.9,93
910,female,22,154,49,16,95,40.3,80
911,female,62,161,61,18,97,40.7,104
912,male,39,189,88,9,83,39.8,28
913,male,29,172,78,18,99,40.8,87
914,female,41,167,61,29,103,41.2,175
915,male,56,187,87,18,99,40.6,114
916,male,60,190,89,10,101,39.8,69
917,male,39,173,78,7,89,39.4,27
918,male,54,199,98,7,88,39.6,34
919,female,35,162,63,3,86,38.5,12
920,female,28,146,48,14,107,40.4,90
921,male,50,195,100,29,105,40.8,210
922,male,30,187,91,18,96,40.1,85
923,female,64,164,67,13,94,40.2,70
924,female,58,167,64,26,105,40.5,169
925,female,23,170,67,3,80,38.6,9
926,female,52,169,67,18,96,40.1,97
927,female,39,164,61,17,95,40.4,87
928,male,49,179,86,18,100,40.6,110
929,female,43,149,51,4,95,38.7,21
930,male,20,186,81,9,92,39.7,31
931,male,63,199,101,14,81,40.1,60
932,female,43,154,55,10,89,39.8,46
933,female,33,162,57,4,76,39.2,12
934,male,76,186,92,25,100,40.8,189
935,male,56,178,81,13,101,39.7,85
936,male,22,164,69,29,108,41,164
937,male,39,197,96,3,78,38.6,8
938,male,20,186,85,4,93,39.1,15
939,male,70,170,76,12,101,40.2,85
940,female,79,153,54,4,80,39.2,17
941,female,28,166,64,18,100,40.5,98
942,female,52,150,51,3,83,38.2,13
943,male,77,170,74,24,107,40.8,199
944,male,60,203,103,6,88,39.3,31
945,female,34,164,67,3,82,38.8,11
946,female,39,165,62,28,107,40.7,179
947,female,75,171,68,16,102,40.3,103
948,female,24,180,69,23,96,40.6,112
949,male,21,183,85,23,106,40.4,130
950,male,28,183,85,26,110,40.8,172
951,male,39,179,79,1,76,37.4,2
952,female,31,153,60,26,100,40.7,144
953,female,37,174,69,26,104,40.8,155
954,female,34,151,51,7,97,39.2,38
955,female,30,169,63,5,83,38.8,18
956,male,41,197,102,24,108,40.2,175
957,female,25,156,60,28,110,40.8,182
958,female,39,156,62,29,94,41,145
959,female,37,177,67,29,109,41.1,189
960,male,21,182,84,10,99,39.7,46
961,female,33,164,64,4,85,39.2,16
962,female,39,167,67,15,93,40.4,73
963,male,63,186,92,14,94,40.2,84
964,male,53,195,96,28,106,40.7,208
965,male,38,190,87,28,99,41.1,153
966,male,25,196,96,27,107,40.9,169
967,male,41,196,91,17,100,40.4,99
968,male,45,189,89,3,91,38.3,14
969,female,21,171,62,19,100,40.1,101
970,male,65,189,98,27,125,40.9,295
971,male,34,181,78,3,86,38.2,9
972,female,30,152,57,23,104,40.7,138
973,female,22,159,58,6,85,39,23
974,male,35,167,68,12,95,39.8,52
975,male,22,191,88,10,90,39.7,34
976,female,44,171,71,30,108,41,194
977,female,37,162,59,10,90,39.8,46
978,male,27,174,79,8,102,39.7,42
979,male,73,184,85,17,101,40.6,126
980,female,51,149,48,28,107,40.9,191
981,female,75,155,61,21,107,40.6,148
982,male,28,169,69,22,111,40.8,141
983,female,39,159,59,5,88,39.3,22
984,male,24,191,95,6,88,39.3,20
985,female,53,151,60,20,96,40.5,110
986,female,72,166,66,19,102,40.2,121
987,male,21,185,87,12,88,39.9,36
988,male,57,203,107,22,96,40.7,140
989,female,72,154,59,5,84,39.4,23
990,male,56,189,95,14,92,40,76
991,male,25,164,67,4,78,39,5
992,female,36,154,52,21,100,40.5,120
993,male,27,182,79,3,89,38.9,10
994,male,40,189,92,26,116,40.9,214
995,female,48,175,69,21,101,40.3,122
996,male,73,186,89,3,86,38.6,16
997,male,30,182,81,12,91,39.6,45
998,female,47,173,70,4,84,38.7,16
999,female,25,161,63,22,101,40.6,121
1000,female,75,161,60,24,102,40.8,157
1001,female,21,153,50,2,82,38.3,7
1002,male,73,184,82,27,104,40.7,211
1003,male,38,192,98,4,90,38.9,17
1004,male,67,170,75,23,107,40.7,180
1005,male,68,198,98,28,106,40.8,230
1006,male,20,196,92,10,88,39.8,31
1007,female,29,168,64,25,109,40.5,160
1008,female,37,149,51,6,93,39.3,30
1009,male,65,194,98,25,114,40.9,232
1010,female,44,154,52,16,102,40.3,97
1011,male,36,197,96,23,97,40.4,121
1012,female,24,157,56,15,98,39.7,79
1013,female,41,155,59,7,87,39.1,30
1014,female,41,148,53,29,111,40.9,203
1015,male,35,174,75,9,101,39.9,48
1016,male,45,176,80,30,112,41,229
1017,female,27,154,53,11,88,40.1,47
1018,male,24,176,81,7,92,39.7,25
1019,male,45,200,97,27,102,40.8,175
1020,male,41,186,89,27,108,41,189
1021,female,63,155,58,14,88,40.2,68
1022,male,49,200,96,26,97,40.5,153
1023,female,48,156,59,19,109,40.4,129
1024,male,43,182,85,29,108,40.9,204
1025,female,33,169,70,24,98,40.7,125
1026,male,47,184,90,11,91,39.6,52
1027,female,24,141,43,11,100,40.3,62
1028,female,26,159,61,7,88,39.5,29
1029,male,35,166,69,22,96,40.4,99
1030,female,30,161,54,5,80,39.2,17
1031,male,29,181,78,6,91,39.3,22
1032,male,20,182,87,28,101,40.9,137
1033,female,30,162,61,20,102,40.5,114
1034,male,49,177,78,23,106,40.9,158
1035,female,41,169,62,9,85,40,37
1036,female,70,158,63,22,102,40.7,141
1037,male,24,183,88,21,98,40.4,98
1038,male,28,167,65,12,90,40.2,38
1039,male,62,183,86,19,97,40.9,120
1040,male,26,186,84,16,99,40,77
1041,male,30,197,103,27,109,40.5,187
1042,female,51,173,72,29,107,41.1,188
1043,female,59,164,64,18,100,39.9,108
1044,male,23,175,73,8,91,39.5,26
1045,male,31,174,83,10,90,40,37
1046,male,32,176,80,25,102,40.6,137
1047,female,63,157,61,16,92,40.6,84
1048,male,32,174,77,3,79,38.6,6
1049,female,75,184,81,2,75,37.9,7
1050,male,75,197,103,6,91,39.1,38
1051,male,46,188,91,19,104,40.3,127
1052,female,72,166,67,6,91,39.4,31
1053,female,72,159,59,28,105,40.7,191
1054,male,29,193,89,8,88,39.4,27
1055,female,79,160,59,21,100,40.4,134
1056,female,36,157,56,12,82,39.7,45
1057,male,27,171,72,29,111,41.1,186
1058,female,65,153,52,9,81,39.4,38
1059,female,35,171,71,29,108,41,183
1060,female,22,172,67,14,91,40.7,60
1061,female,21,164,62,5,81,39.4,17
1062,male,51,185,95,18,102,40.3,121
1063,female,62,147,54,7,80,39.5,28
1064,female,27,159,58,2,81,37.8,7
1065,male,26,194,93,22,101,40.6,117
1066,male,50,179,84,6,92,39.4,30
1067,female,63,168,68,18,104,40.6,116
1068,male,71,183,80,6,84,39,28
1069,male,22,193,99,19,99,40.3,94
1070,male,24,188,89,12,96,39.7,53
1071,male,37,170,68,16,96,40.6,73
1072,male,55,176,83,9,81,39.7,31
1073,male,25,196,97,14,95,39.8,62
1074,female,40,163,60,28,109,40.7,186
1075,female,33,153,54,17,97,40.1,91
1076,female,20,159,56,5,86,38.9,20
1077,female,48,182,72,5,82,39.2,19
1078,male,28,174,81,14,95,40.1,60
1079,female,66,162,64,29,110,40.8,208
1080,female,78,174,73,24,95,40.7,136
1081,female,27,166,65,10,88,39.7,41
1082,male,65,193,96,16,87,40.4,83
1083,male,22,201,98,28,102,40.7,151
1084,male,32,190,82,23,98,40.5,113
1085,female,57,158,55,9,103,39.9,57
1086,female,41,162,63,28,105,41.1,174
1087,male,76,176,79,18,98,40.1,126
1088,male,31,185,86,9,83,39.9,24
1089,female,37,155,54,20,94,40.6,102
1090,male,73,196,103,20,104,40.6,165
1091,female,26,167,58,15,95,40.2,74
1092,male,37,177,82,3,75,38.5,5
1093,male,33,181,82,26,105,40.5,157
1094,male,57,176,82,6,92,39.2,31
1095,female,43,155,57,12,90,40,57
1096,male,21,193,88,15,90,40.4,50
1097,male,57,169,81,30,112,40.9,247
1098,male,50,166,74,7,88,39.7,29
1099,female,73,163,58,6,89,39.1,31
1100,male,25,204,107,21,98,40.2,108
1101,female,46,164,60,8,87,39.5,35
1102,female,21,161,60,4,87,38.8,16
1103,male,59,170,74,22,103,40.6,150
1104,male,29,201,101,4,79,39.1,9
1105,male,40,203,104,18,108,40.5,131
1106,male,30,186,89,14,86,39.7,44
1107,female,40,180,72,5,82,39.2,18
1108,male,26,191,93,12,93,40,49
1109,male,61,190,93,16,97,40.5,103
1110,female,31,145,52,9,84,39.8,35
1111,female,21,155,50,13,98,40.2,69
1112,male,36,202,109,6,87,39.1,24
1113,female,29,184,79,23,90,40.6,96
1114,male,37,192,89,17,105,40.3,108
1115,male,33,189,88,10,90,39.7,39
1116,male,21,205,103,7,88,39.6,23
1117,male,65,176,88,30,110,40.4,254
1118,male,33,188,87,9,85,39.8,28
1119,female,78,181,79,29,104,40.7,190
1120,male,42,197,97,12,95,40,63
1121,female,64,174,69,4,88,38.7,19
1122,female,28,160,61,21,99,40.3,113
1123,male,23,188,87,22,105,40.8,124
1124,female,43,156,58,6,87,39.1,26
1125,female,78,156,60,18,96,40.7,107
1126,male,58,176,77,11,90,40,53
1127,male,64,179,80,25,105,40.4,187
1128,male,32,193,86,29,112,40.8,206
1129,male,34,191,96,15,101,40.3,87
1130,female,25,152,53,4,80,39.2,14
1131,female,61,175,71,18,99,40.3,105
1132,female,57,170,71,27,103,41.1,166
1133,male,45,166,74,7,91,39.4,30
1134,female,33,150,52,30,112,41.2,209
1135,male,30,194,93,18,96,40.5,86
1136,male,46,170,77,5,88,39.2,20
1137,male,55,198,94,24,99,40.7,155
1138,male,32,197,95,6,85,39.5,19
1139,male,27,195,94,20,98,40.5,99
1140,male,66,184,86,25,106,40.4,196
1141,female,29,162,59,4,82,39.2,14
1142,female,35,175,72,23,108,40.9,145
1143,female,36,175,67,23,103,40.7,135
1144,female,38,178,70,13,89,40.2,57
1145,female,25,157,55,15,100,40.3,82
1146,male,30,190,94,28,111,41,197
1147,male,27,184,87,3,81,38.6,7
1148,female,30,144,42,24,105,41,151
1149,male,24,166,70,9,91,39.6,29
1150,male,25,158,58,11,79,39.7,13
1151,male,72,183,89,5,79,39,21
1152,female,56,180,79,4,74,39,12
1153,male,29,181,85,10,93,39.8,41
1154,female,23,189,79,5,94,38.9,22
1155,female,71,158,62,3,78,38.4,12
1156,female,43,169,67,5,80,39,18
1157,female,62,167,67,28,113,40.7,207
1158,male,40,182,83,13,94,40,61
1159,male,37,176,79,29,105,40.6,178
1160,female,41,176,73,9,84,39.7,34
1161,male,76,189,91,22,103,40.8,176
1162,female,47,164,68,10,90,39.8,46
1163,male,77,184,88,26,111,40.5,239
1164,male,29,195,87,3,90,38.4,11
1165,female,35,148,53,5,84,39.2,20
1166,male,68,169,77,25,108,40.6,201
1167,female,64,164,61,2,79,38.1,8
1168,female,36,152,53,6,83,39.2,23
1169,male,38,194,101,18,95,40.4,93
1170,male,25,184,83,28,107,40.8,167
1171,male,69,184,88,15,99,39.9,105
1172,male,27,185,82,12,95,40,51
1173,female,20,155,60,21,102,40.5,117
1174,female,67,156,56,5,85,39,23
1175,male,23,191,86,29,115,40.9,207
1176,female,24,167,66,12,89,40,50
1177,female,53,169,64,11,96,39.7,60
1178,female,38,143,49,6,87,39,27
1179,female,30,169,69,6,89,39.4,25
1180,male,21,198,101,7,86,39.1,21
1181,male,34,201,107,2,95,38.2,10
1182,female,28,143,46,4,84,38.4,16
1183,female,28,163,61,9,92,39.7,42
1184,female,43,162,59,9,90,39.7,42
1185,male,55,164,69,21,106,40.6,146
1186,female,31,168,59,28,102,40.7,161
1187,male,32,175,74,26,93,40.7,104
1188,female,28,155,53,26,107,40.9,165
1189,female,75,182,76,27,102,40.8,170
1190,male,36,178,82,26,102,40.7,149
1191,male,25,191,88,26,102,40.7,138
1192,female,25,167,65,14,94,39.8,66
1193,male,22,194,93,1,87,37.9,3
1194,male,25,201,107,4,78,38.8,8
1195,male,48,174,75,16,99,40.7,91
1196,female,22,165,60,24,105,40.9,142
1197,female,47,156,56,7,88,39.7,32
1198,male,69,168,71,20,107,40.5,157
1199,male,32,183,86,3,81,38.5,7
1200,female,22,177,75,9,98,39.7,45
1201,male,26,183,76,16,102,40.4,82
1202,male,30,182,84,13,99,40.3,65
1203,female,77,173,76,22,102,40.6,140
1204,female,35,174,68,10,90,39.7,44
1205,female,27,168,72,19,106,40.7,113
1206,female,77,155,59,19,95,40.2,111
1207,male,41,188,82,5,84,39,16
1208,female,33,160,56,28,108,40.6,182
1209,male,78,197,102,3,79,38.5,14
1210,male,35,178,80,11,90,39.8,42
1211,male,26,197,97,20,102,40.7,111
1212,female,79,160,55,10,88,39.9,52
1213,male,22,187,89,16,96,40.1,69
1214,male,58,188,88,18,93,40.6,100
1215,female,47,164,62,3,79,38.5,11
1216,female,74,166,65,20,106,40.4,137
1217,female,42,157,55,14,91,40.6,68
1218,male,25,179,76,30,105,40.8,165
1219,male,55,185,88,18,103,40.4,124
1220,female,70,164,67,5,81,39.1,21
1221,female,25,185,79,27,90,40.7,111
1222,female,48,159,61,18,102,40.4,109
1223,female,30,179,70,2,72,38.3,5
1224,female,26,160,54,26,113,40.9,180
1225,male,29,185,86,23,106,40.7,140
1226,female,59,183,79,9,82,40,35
1227,male,76,185,92,7,93,39.6,46
1228,female,24,175,75,20,101,40.9,106
1229,female,73,156,60,5,85,39.1,23
1230,male,68,178,77,8,89,39.8,42
1231,male,30,183,83,8,93,39.7,33
1232,female,27,134,38,22,103,40.7,134
1233,male,70,197,98,19,101,40.2,143
1234,female,50,162,62,15,98,40,84
1235,female,40,149,54,20,104,40.3,124
1236,male,48,181,80,22,105,40.8,148
1237,male,25,195,98,11,89,39.9,39
1238,female,75,158,59,29,107,40.8,205
1239,female,61,164,70,29,107,41,194
1240,female,22,154,53,22,106,40.5,135
1241,female,61,174,67,18,91,40.7,90
1242,male,60,178,78,26,103,40.5,180
1243,male,32,195,93,20,102,40.8,115
1244,male,31,177,78,19,95,40.6,82
1245,female,55,162,60,3,84,38.6,13
1246,male,59,201,100,20,102,40.4,144
1247,female,43,163,57,17,92,40.2,84
1248,male,42,192,87,23,106,41,155
1249,female,67,157,56,28,122,40.7,240
1250,male,23,193,96,9,88,39.7,30
1251,female,76,154,56,22,98,40.6,136
1252,male,57,197,93,2,82,38.4,8
1253,female,64,150,55,29,114,40.8,223
1254,female,71,146,51,17,99,40.1,106
1255,female,47,147,51,24,106,40.3,158
1256,female,73,157,64,20,106,40.4,137
1257,female,42,155,53,14,91,40.1,68
1258,female,20,153,56,18,95,40.4,88
1259,male,22,190,94,15,91,40.2,55
1260,female,21,169,63,5,89,38.7,21
1261,female,60,151,58,27,105,40.9,179
1262,female,30,175,66,15,100,40.3,82
1263,male,33,170,70,21,101,40.5,108
1264,male,25,167,69,2,88,38.4,6
1265,female,27,163,59,1,88,38,4
